Table;Field;Type;Null;Key;Default;Extra
"node_revision__field_tipo_richiedente";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipo_richiedente";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipo_richiedente";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_tipo_richiedente";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipo_richiedente";"field_tipo_richiedente_value";varchar(255);"NO";"MUL";\N;""
"node_revision__field_tipo_servizio";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_tipo_servizio";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_tipo_servizio";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipo_servizio";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipo_servizio";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_tipo_servizio";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipo_servizio";"field_tipo_servizio_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_tipologia";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_tipologia";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_tipologia";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_tipologia";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia";"field_tipologia_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_tipologia_di_erogazione";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_tipologia_di_erogazione";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_tipologia_di_erogazione";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_di_erogazione";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_di_erogazione";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_tipologia_di_erogazione";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_di_erogazione";"field_tipologia_di_erogazione_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_tipologia_di_servizio";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_tipologia_di_servizio";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_tipologia_di_servizio";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_di_servizio";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_di_servizio";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_tipologia_di_servizio";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_di_servizio";"field_tipologia_di_servizio_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_tipologia_progetto";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_tipologia_progetto";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_tipologia_progetto";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_progetto";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_progetto";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_tipologia_progetto";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_tipologia_progetto";"field_tipologia_progetto_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_titolo_";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_titolo_";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_titolo_";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_titolo_";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_";"field_titolo__value";varchar(255);"NO";"";\N;""
"node_revision__field_titolo_animazi";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_titolo_animazi";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_titolo_animazi";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_animazi";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_animazi";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_titolo_animazi";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_animazi";"field_titolo_animazi_value";varchar(255);"NO";"";\N;""
"node_revision__field_titolo_opportunita";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_titolo_opportunita";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_titolo_opportunita";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_opportunita";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_opportunita";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_titolo_opportunita";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_titolo_opportunita";"field_titolo_opportunita_value";varchar(255);"NO";"";\N;""
"node_revision__field_url";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_url";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_url";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_url";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_url";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_url";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_url";"field_url_value";varchar(255);"NO";"";\N;""
"node_revision__field_url_bando";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_url_bando";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_url_bando";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_url_bando";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_url_bando";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_url_bando";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_url_bando";"field_url_bando_value";longtext;"NO";"";\N;""
"node_revision__field_user_richiedente";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_user_richiedente";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_user_richiedente";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_user_richiedente";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_user_richiedente";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_user_richiedente";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_user_richiedente";"field_user_richiedente_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_utente";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_utente";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_utente";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_utente";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_utente";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_utente";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_utente";"field_utente_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_valore_economico";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_valore_economico";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_valore_economico";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_valore_economico";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_valore_economico";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_valore_economico";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_valore_economico";"field_valore_economico_value";float;"NO";"";\N;""
"node_revision__field_video";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_video";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_video";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_video";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_video";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_video";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_video";"field_video_target_id";int unsigned;"NO";"MUL";\N;""
"node_revision__field_video";"field_video_display";tinyint unsigned;"YES";"";1;""
"node_revision__field_video";"field_video_description";text;"YES";"";\N;""
"node_revision__field_workflow_accreditamento";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_workflow_accreditamento";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_workflow_accreditamento";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_accreditamento";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_accreditamento";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_workflow_accreditamento";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_accreditamento";"field_workflow_accreditamento_value";varchar(128);"NO";"MUL";\N;""
"node_revision__field_workflow_richiesta";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_workflow_richiesta";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_workflow_richiesta";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_richiesta";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_richiesta";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_workflow_richiesta";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_richiesta";"field_workflow_richiesta_value";varchar(128);"NO";"MUL";\N;""
"node_revision__field_workflow_richiesta_nuovi_s";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__field_workflow_richiesta_nuovi_s";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__field_workflow_richiesta_nuovi_s";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_richiesta_nuovi_s";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_richiesta_nuovi_s";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__field_workflow_richiesta_nuovi_s";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__field_workflow_richiesta_nuovi_s";"field_workflow_richiesta_nuovi_s_value";varchar(128);"NO";"MUL";\N;""
"node_revision__webform";"bundle";varchar(128);"NO";"MUL";;""
"node_revision__webform";"deleted";tinyint;"NO";"PRI";0;""
"node_revision__webform";"entity_id";int unsigned;"NO";"PRI";\N;""
"node_revision__webform";"revision_id";int unsigned;"NO";"PRI";\N;""
"node_revision__webform";"langcode";varchar(32);"NO";"PRI";;""
"node_revision__webform";"delta";int unsigned;"NO";"PRI";\N;""
"node_revision__webform";"webform_target_id";varchar(32);"NO";"MUL";\N;""
"node_revision__webform";"webform_default_data";text;"YES";"";\N;""
"node_revision__webform";"webform_status";varchar(20);"YES";"";\N;""
"node_revision__webform";"webform_open";varchar(20);"YES";"";\N;""
"node_revision__webform";"webform_close";varchar(20);"YES";"";\N;""
"path_alias";"id";int unsigned;"NO";"PRI";\N;"auto_increment"
"path_alias";"revision_id";int unsigned;"YES";"UNI";\N;""
"path_alias";"uuid";varchar(128);"NO";"UNI";\N;""
"path_alias";"langcode";varchar(12);"NO";"";\N;""
"path_alias";"path";varchar(255);"YES";"MUL";\N;""
"path_alias";"alias";varchar(255);"YES";"MUL";\N;""
"path_alias";"status";tinyint;"NO";"MUL";\N;""
"path_alias_revision";"id";int unsigned;"NO";"MUL";\N;""
"path_alias_revision";"revision_id";int unsigned;"NO";"PRI";\N;"auto_increment"
"path_alias_revision";"langcode";varchar(12);"NO";"";\N;""
"path_alias_revision";"path";varchar(255);"YES";"";\N;""
"path_alias_revision";"alias";varchar(255);"YES";"";\N;""
"path_alias_revision";"status";tinyint;"NO";"";\N;""
"path_alias_revision";"revision_default";tinyint;"YES";"";\N;""
"queue";"item_id";int unsigned;"NO";"PRI";\N;"auto_increment"
"queue";"name";varchar(255);"NO";"MUL";;""
"queue";"data";longblob;"YES";"";\N;""
"queue";"expire";int;"NO";"MUL";0;""
"queue";"created";int;"NO";"";0;""
"router";"name";varchar(255);"NO";"PRI";;""
"router";"path";varchar(255);"NO";"";;""
"router";"pattern_outline";varchar(255);"NO";"MUL";;""
"router";"fit";int;"NO";"";0;""
"router";"route";longblob;"YES";"";\N;""
"router";"number_parts";smallint;"NO";"";0;""
"search_api_db_annunci_avvisi";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"body";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"field_categoria_annuncio";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"field_codice_fiscale_p_iva";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"field_cognome_user";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"field_comune";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"field_denominazione";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"field_data_pubblicazione";bigint;"YES";"MUL";\N;""
"search_api_db_annunci_avvisi";"field_ragione_sociale";varchar(30);"YES";"MUL";\N;""
"search_api_db_annunci_avvisi_field_data_pubblicazione";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_field_data_pubblicazione";"value";bigint;"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_text";"score";int unsigned;"NO";"";0;""
"search_api_db_annunci_avvisi_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_annunci_avvisi_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_catalogo";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_catalogo";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_catalogo";"body";varchar(30);"YES";"MUL";\N;""
"search_api_db_catalogo";"field_caratteristiche_tecniche";varchar(30);"YES";"MUL";\N;""
"search_api_db_catalogo";"field_obbiettivi";varchar(30);"YES";"MUL";\N;""
"search_api_db_catalogo";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_catalogo";"field_impresa_progetto";varchar(30);"YES";"MUL";\N;""
"search_api_db_catalogo";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_catalogo";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_catalogo";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_catalogo";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_catalogo";"field_tipologia_progetto";bigint;"YES";"MUL";\N;""
"search_api_db_catalogo";"status_1";tinyint;"YES";"MUL";\N;""
"search_api_db_catalogo_field_tipologia_progetto";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_field_tipologia_progetto";"value";bigint;"NO";"PRI";\N;""
"search_api_db_catalogo_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_catalogo_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_catalogo_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_catalogo_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_catalogo_status_1";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_status_1";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_catalogo_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_catalogo_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_catalogo_text";"score";int unsigned;"NO";"";0;""
"search_api_db_catalogo_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_catalogo_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_finanziamenti";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti";"body";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"field_categoria";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"field_note";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"url";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"field_data_di_apertura";bigint;"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"field_data_di_chiusura";bigint;"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"field_url_bando";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_finanziamenti";"field_data_di_pubblicazione";bigint;"YES";"MUL";\N;""
"search_api_db_index_finanziamenti_field_categoria";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_field_categoria";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_field_data_di_apertura";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_field_data_di_apertura";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_field_data_di_chiusura";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_field_data_di_chiusura";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_field_data_di_pubblicazione";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_field_data_di_pubblicazione";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_text";"score";int unsigned;"NO";"";0;""
"search_api_db_index_finanziamenti_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_url";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_finanziamenti_url";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_formazione";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_formazione";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_formazione";"body";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_formazione";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_index_formazione";"field_data_di_apertura";bigint;"YES";"MUL";\N;""
"search_api_db_index_formazione";"field_data_di_chiusura";bigint;"YES";"MUL";\N;""
"search_api_db_index_formazione";"field_tipo_di_erogazione_corso";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_formazione";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_formazione";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_formazione";"url";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_formazione";"field_skateholder";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_formazione";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_formazione";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_index_formazione";"field_gratuito_pagamento";bigint;"YES";"MUL";\N;""
"search_api_db_index_formazione";"field_data_formazione";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_formazione_field_data_di_apertura";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_field_data_di_apertura";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_formazione_field_data_di_chiusura";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_field_data_di_chiusura";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_formazione_field_data_formazione";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_field_data_formazione";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_formazione_field_gratuito_pagamento";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_field_gratuito_pagamento";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_formazione_field_tipo_di_erogazione_corso";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_field_tipo_di_erogazione_corso";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_formazione_node_grants";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_node_grants";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_formazione_search_api_datasource";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_search_api_datasource";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_formazione_search_api_language";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_search_api_language";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_formazione_status";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_status";"value";tinyint;"NO";"PRI";\N;""
"search_api_db_index_formazione_text";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_text";"field_name";varchar(191);"NO";"PRI";\N;""
"search_api_db_index_formazione_text";"word";varchar(50);"NO";"PRI";\N;""
"search_api_db_index_formazione_text";"score";int unsigned;"NO";"";0;""
"search_api_db_index_formazione_uid";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_uid";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_formazione_url";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_formazione_url";"value";varchar(255);"NO";"PRI";\N;""
"search_api_db_index_imprese";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese";"search_api_datasource";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"search_api_language";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_sito_web";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"title";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_codice_fiscale_impresa";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_cognome_legale_rappresenta";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_descrizione_delle_attivita";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_partita_iva";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_ragione_sociale_";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_tipo_di_impresa";bigint;"YES";"MUL";\N;""
"search_api_db_index_imprese";"field_stakeholder_";tinyint;"YES";"MUL";\N;""
"search_api_db_index_imprese";"created";bigint;"YES";"MUL";\N;""
"search_api_db_index_imprese";"rendered_item";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"node_grants";varchar(255);"YES";"MUL";\N;""
"search_api_db_index_imprese";"status";tinyint;"YES";"MUL";\N;""
"search_api_db_index_imprese";"uid";bigint;"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_1";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_2";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_3";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_4";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_5";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_6";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_7";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_8";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_9";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_10";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_11";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_12";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"aggregated_field_13";varchar(30);"YES";"MUL";\N;""
"search_api_db_index_imprese";"changed";bigint;"YES";"MUL";\N;""
"search_api_db_index_imprese_changed";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_changed";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_imprese_created";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_created";"value";bigint;"NO";"PRI";\N;""
"search_api_db_index_imprese_field_codice_fiscale_impresa";"item_id";varchar(150);"NO";"PRI";\N;""
"search_api_db_index_imprese_field_codice_fiscale_impresa";"value";varchar(255);"NO";"PRI";\N;""
